Column1,company,experience,min_exp,max_exp,salary,location,joblisted(days_ago),postedin,rating,reviews_count,details,salary_data_provide_by,base_salary,max_salary,salary_disclosed,Exp_Pattern
Data Analyst,Essenware Private Limted,1-3 Yrs,1,3,Not Disclosed,Hyderabad / Secunderabad,365,Naukri,4.7,4,"Support Analyst, Data Analyst",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Essenware Private Limted,1-3 Yrs,1,3,Not Disclosed,Mumbai,365,Naukri,4.7,4,"Support Analyst, Data Analyst",Unknown,360000,1330000,0,Range (X-Y yrs)
Sr. Data Analyst,Essenware Private Limted,8-9 Yrs,8,9,Not Disclosed,Hyderabad / Secunderabad,365,Naukri,4.7,4,"Performance tuning, Outbound, Data conversion",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Essenware Private Limted,1-3 Yrs,1,3,Not Disclosed,Hyderabad / Secunderabad,365,Naukri,4.7,4,"Coding, Data modeling, spark",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,CINDREBAY SCHOOL OF FASHION & INTERIOR DESIGN,1-4 Yrs,1,4,Not Disclosed,"Thiruvananthapuram, Lucknow, Indore
													+10 more",730,Naukri,3.8,16,"Data Analytics, Data Analysis, Data Collection Systems",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Scientist,Myyogateacher.com,3-3 Yrs,3,3,Not Disclosed,Bangalore / Bengaluru,330,Naukri,4.7,4,"Data Analyst, SAS, Data processing",Unknown,360000,1330000,0,Range (X-Y yrs)
Sr. Data Analyst,Essenware Private Limted,2-4 Yrs,2,4,Not Disclosed,Bangalore / Bengaluru,365,Naukri,4.7,4,"automation framework, Telecom, Automation testing",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Essenware Private Limted,1-3 Yrs,1,3,Not Disclosed,Hyderabad / Secunderabad,365,Naukri,4.7,4,"Coding, Data modeling, spark",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,CINDREBAY SCHOOL OF FASHION & INTERIOR DESIGN,1-4 Yrs,1,4,Not Disclosed,"Thiruvananthapuram, Lucknow, Indore
													+10 more",730,Naukri,3.8,16,"Data Analytics, Data Analysis, Data Collection Systems",Unknown,360000,1330000,0,Range (X-Y yrs)
Akaike Technologies - Senior Data Analyst (2-4 yrs),Akaike Technologies,2-4 Yrs,2,4,Not Disclosed,Bangalore / Bengaluru,30,hirist,3.8,3,"Data Analyst, Data Analytics, Product Analyst",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - Business Intelligence (3-5 yrs),hCapital Business Consulting Private Limited,3-5 Yrs,3,5,Not Disclosed,"Mumbai, Bangalore / Bengaluru",60,hirist,3.3,29,"Data Analyst, Data Analytics, Azure",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Qualtop Solutions,2-3 Yrs,2,3,Not Disclosed,"Faridabad, Delhi/Ncr, Gurgaon / Gurugram",8,Naukri,0,0,"Data Transformation, Data Quality, Data Manipulation",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Qualtop,2-3 Yrs,2,3,Not Disclosed,"Faridabad, Delhi/Ncr, Gurgaon / Gurugram",8,Naukri,0,0,"Data Transformation, Data Quality, Data Manipulation",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst Employee Benefits Accounting,MG GLOBAL,1-4 Yrs,1,4,Not Disclosed,Mumbai,30,Naukri,3.6,4,"Payroll, Automation, Business transformation",Unknown,360000,1330000,0,Range (X-Y yrs)
Hiring For Business Analyst  Consultant _Females Only _ Permanent WFH,Orcapod Consulting Services,5-9 Yrs,5,9,₹ 2 - 3.25L/yr,India,8,Naukri,0,0,"business Analyst, Excel Spreadsheets, Google Sheets",Salary Listed by Company,200000,325000,1,Range (X-Y yrs)
Data Analyst/ Business Analyst - Chemical MNC - Mumbai,Purechase India,5-10 Yrs,5,10,₹ 12 - 18L/yr,"Mumbai suburbs, Mumbai",9,Naukri,0,0,"Data Research, Business Research, Business Analytics",Salary Listed by Company,1200000,1800000,1,Range (X-Y yrs)
MIS Manager / DATA Analyst,Job Search,8-12 Yrs,8,12,₹ 8 - 12L/yr,Mumbai,9,Naukri,0,0,"Real Estate Management, In4velocity ERP, MIS Operations",Salary Listed by Company,800000,1200000,1,Range (X-Y yrs)
Data Analyst / GCP Engineer,4Bell Technology,2-7 Yrs,2,7,₹ 2 - 7L/yr (AmbitionBox estimate),"Pune, Mumbai",9,Naukri,0,0,"T-SQL, Microsoft SSIS, Web API",Estimated by Ambition Box,200000,700000,1,Range (X-Y yrs)
Performance/Data Analyst-Listed Solar Energy Industry -Gurgaon,Hcapital,4-9 Yrs,4,9,₹ 22.5 - 25L/yr,Gurgaon / Gurugram,9,Naukri,0,0,"Performance Evaluation, Data Analysis, Data Analyst",Salary Listed by Company,2250000,2500000,1,Range (X-Y yrs)
Data Management Executive; Location - Kinshasa DR Congo,Exponent Jobs,5-10 Yrs,5,10,₹ 6.5 - 8.5L/yr,Kinshasa,9,Naukri,0,0,"Google Data Studio, Google Sheets, MS Excel",Salary Listed by Company,650000,850000,1,Range (X-Y yrs)
Data Analyst,IDESLABS PRIVATE LIMITED,3-6 Yrs,3,6,Not Disclosed,Hyderabad / Secunderabad,270,Naukri,2.9,11,"data cleansing, Report generation, metadata",Unknown,360000,1330000,0,Range (X-Y yrs)
Sr. Data Analyst,IDESLABS PRIVATE LIMITED,8-9 Yrs,8,9,Not Disclosed,Hyderabad / Secunderabad,300,Naukri,2.9,11,"Performance tuning, Outbound, Data conversion",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,EMINENTURE PRIVATE LIMITED,1-4 Yrs,1,4,Not Disclosed,New Delhi,180,Naukri,2.5,22,"Outbound, VBA, VLOOKUP",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst,Prevalent AI India Private Limited,4-9 Yrs,4,9,Not Disclosed,Cochin/Ernakulam/Kochi,300,Naukri,3.9,10,"Data analysis, SQL, Data mining",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst,sRide Carpool,3-8 Yrs,3,8,Not Disclosed,"Chennai, Pune, New Delhi
													+3 more",730,Naukri,4,9,"SQL, HTML, Business intelligence",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,hashtag infosystem,3-6 Yrs,3,6,Not Disclosed,Surat,120,Naukri,3.9,11,"advanced excel, communication skills, power bi",Unknown,360000,1330000,0,Range (X-Y yrs)
Medical Data Abstractor,Multi Recruit,3-8 Yrs,3,8,₹ 10 - 12L/yr,Bangalore / Bengaluru,9,Naukri,0,0,"Medical Coding Analyst, Medical Data Analyst, Clinical Data Analyst",Salary Listed by Company,1000000,1200000,1,Range (X-Y yrs)
Alteryx Developer,Bsri Solutions,4-9 Yrs,4,9,₹ 10 - 17L/yr,Chennai,9,Naukri,0,0,"Data Wrangling, Alteryx, Hadoop",Salary Listed by Company,1000000,1700000,1,Range (X-Y yrs)
Data Analyst (Preferably BFSI),Team Recruiters,4-7 Yrs,4,7,₹ 8 - 10L/yr,Navi Mumbai,9,Naukri,0,0,"AdWords, Google Analytics, Data Studio",Salary Listed by Company,800000,1000000,1,Range (X-Y yrs)
Walk-in Fresher's For -MIS /Data Analyst/Specialist/Leading IT Client.,Wisdom Bridge Consultants,0-5 Yrs,0,5,₹ 3.25 - 5L/yr,"Bangarapet, Bagepalli, Malur
													+6 more",9,Naukri,0,0,"Data Validation, MIS Preparation, Power Bi",Salary Listed by Company,325000,500000,1,Range (X-Y yrs)
Data Analyst - US MNC (analytics),Aspyra Hr Services,3-8 Yrs,3,8,₹ 15 - 30L/yr,"Pune, Bangalore / Bengaluru, Hyderabad / Secunderabad",9,Naukri,0,0,"Business Intelligence, hql, Business Analytics",Salary Listed by Company,1500000,3000000,1,Range (X-Y yrs)
Walk-in Fresher's For -MIS /Data Analyst/Specialist/Leading IT Client.,Wisdom Bridge Consultants,0-5 Yrs,0,5,₹ 3.25 - 5L/yr,"Hosur, Nelamangala, Hosakote
													+6 more",9,Naukri,0,0,"Data Validation, MIS Preparation, Power Bi",Salary Listed by Company,325000,500000,1,Range (X-Y yrs)
Sales Data Analyst/ Business Strategist || Mumbai || Urgent Hiring,Globner Consulting,3-8 Yrs,3,8,₹ 7.5 - 15L/yr,Mumbai,9,Naukri,0,0,"Sales Analysis, Gtm Strategy, Go-to-market Strategy",Salary Listed by Company,750000,1500000,1,Range (X-Y yrs)
Power BI Developer - Data Analytics (3-6 yrs),RapidBraiins,3-6 Yrs,3,6,Not Disclosed,Pune,10,hirist,0,0,"Power BI, DAX Power BI, Data Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst (3-5 yrs),Zyoin Group,3-5 Yrs,3,5,Not Disclosed,Bangalore / Bengaluru,30,iimjobs,4,1,"Data Analytics, Analytics, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Email Marketing Executive,Giri Consultancy,1-5 Yrs,1,5,₹ 1 - 7.5L/yr (AmbitionBox estimate),"Delhi/Ncr, Noida",10,Naukri,0,0,"email marketer, lead generation, email marketing executive",Estimated by Ambition Box,100000,750000,1,Range (X-Y yrs)
Data Analyst - Manufacturing - Delhi / NCR,Symbiosis Management Consultants,2-7 Yrs,2,7,₹ 0.1 - 60L/yr (AmbitionBox estimate),Delhi/Ncr,10,Naukri,0,0,"Artificial Intelligence, Data Visualization, Machine Learning",Estimated by Ambition Box,10000,6000000,1,Range (X-Y yrs)
Data Analyst// Bangalore//Chennai,Hiresquad Resources,4-9 Yrs,4,9,₹ 6 - 16L/yr,"Chennai, Bangalore / Bengaluru",10,Naukri,0,0,"Power Bi, Data Analyst, Tableau",Salary Listed by Company,600000,1600000,1,Range (X-Y yrs)
Data Analyst // Portfolio Management // Assets Management Company //,VANGUARD HR ASSOCIATES PRIVATE LIMITED,2-4 Yrs,2,4,Not Disclosed,Mumbai,10,Naukri,0,0,"excel, data analysis, liquidity",Unknown,360000,1330000,0,Range (X-Y yrs)
Business / Data Analyst,Applied Research Works India Pvt Ltd,3-8 Yrs,3,8,Not Disclosed,Kolkata,365,Naukri,3.4,17,"Project management, Data analysis, Process improvement",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Travel Centric Technology,2-7 Yrs,2,7,Not Disclosed,Bangalore / Bengaluru,730,Naukri,4.3,2,"Data analysis, SQL, Data collection",Unknown,360000,1330000,0,Range (X-Y yrs)
Business Data Analyst,"IQuest Solutions Corp, USA",4-6 Yrs,4,6,Not Disclosed,Hyderabad / Secunderabad,270,Naukri,5,3,"tableau, Business Data Analyst, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Sr. Specialist Data Analyst,"IQuest Solutions Corp, USA",4-6 Yrs,4,6,Not Disclosed,Hyderabad / Secunderabad,270,Naukri,5,3,"Computer science, Business objects, Data validation",Unknown,360000,1330000,0,Range (X-Y yrs)
Power BI Developer - Business Intelligence (3-7 yrs),ProPMO Services Private Limited,3-7 Yrs,3,7,Not Disclosed,Bangalore / Bengaluru,11,hirist,0,0,"Data Visualization, Power BI, Data Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - Business Intelligence (2-4 yrs),ProPMO Services Private Limited,2-4 Yrs,2,4,Not Disclosed,"Pune, Navi Mumbai, Thane",11,hirist,0,0,"Data Analyst, Tableau, Business Intelligence",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Scientist / Data Analyst / Statistician,Connecttel,6-10 Yrs,6,10,₹ 5 - 40L/yr (AmbitionBox estimate),Hyderabad / Secunderabad,11,Naukri,0,0,"Six Sigma, Design of Experiments, SPC",Estimated by Ambition Box,500000,4000000,1,Range (X-Y yrs)
Data Analyst (Web Analytics),Pylon Management Consulting,4-6 Yrs,4,6,₹ 1.8 - 20L/yr (AmbitionBox estimate),Bangalore / Bengaluru,11,Naukri,0,0,"Google Analytics, Adobe Launch, Data Analysis",Estimated by Ambition Box,180000,2000000,1,Range (X-Y yrs)
Data Analyst (Male Or Female),Goodwill Management Services,1-2 Yrs,1,2,₹ 2.5 - 3L/yr,Tamil nadu,11,Naukri,0,0,"MS Excel, Data analysis, data analytics",Salary Listed by Company,250000,300000,1,Range (X-Y yrs)
Data Analyst,Hiresquad Resources,3-8 Yrs,3,8,₹ 5 - 15L/yr,"Chennai, Bangalore / Bengaluru",11,Naukri,0,0,"Power Bi, Tableau, SQL",Salary Listed by Company,500000,1500000,1,Range (X-Y yrs)
"Data Analyst - Python, PySpark",Careernet Technologies,6-11 Yrs,6,11,₹ 0.205 - 11.5L/yr (AmbitionBox estimate),"Pune, Bangalore / Bengaluru",11,Naukri,0,0,"Pyspark, Python, SQL",Estimated by Ambition Box,20500,1150000,1,Range (X-Y yrs)
Data Analyst - Advance Excel,Mahasurya Ventures And Co.,3-6 Yrs,3,6,₹ 4 - 6L/yr,Pune,11,Naukri,0,0,"Data Management, Data Analysis, MIS and Insights",Salary Listed by Company,400000,600000,1,Range (X-Y yrs)
Data Analyst,coursefinder.ai,2-5 Yrs,2,5,Not Disclosed,Nagpur,30,Naukri,2.5,2,"Analytical skills, Report generation, Data analysis",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - Power BI/Tableau (2-3 yrs),Gama Advisory Services LLP,2-3 Yrs,2,3,Not Disclosed,Remote,12,hirist,0,0,"Data Analyst, Data Analytics, Power BI",Unknown,360000,1330000,0,Range (X-Y yrs)
Lead Data Analyst - US MNC (analytics),Aspyra Hr Services,5-10 Yrs,5,10,₹ 20 - 35L/yr,Bangalore / Bengaluru,12,Naukri,0,0,"Business Intelligence, hql, Business Analytics",Salary Listed by Company,2000000,3500000,1,Range (X-Y yrs)
Data Analyst - US MNC (analytics),Aspyra Hr Services,3-8 Yrs,3,8,₹ 15 - 30L/yr,Bangalore / Bengaluru,12,Naukri,0,0,"Business Intelligence, hql, Business Analytics",Salary Listed by Company,1500000,3000000,1,Range (X-Y yrs)
Lead Insight Data Analyst ( Tableau + SQL+ Python ): 5+ Yrs: Delhi/NCR,Rectus Talent,5-10 Yrs,5,10,₹ 0.35 - 55L/yr (AmbitionBox estimate),Delhi/Ncr,12,Naukri,0,0,"Data Transformation, Data Manipulation, Data Analysis",Estimated by Ambition Box,35000,5500000,1,Range (X-Y yrs)
GIS - Geographical Information System,Unnati Digital Solutions,3-8 Yrs,3,8,Not Disclosed,"Navi Mumbai, Thane, Mumbai",12,Naukri,0,0,"Gis operation, Gis mapping, Gis data analyst",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst Executive (EHS)- Gurugram (Haryana),Corporate Destination,3-5 Yrs,3,5,₹ 3 - 5L/yr,Gurgaon / Gurugram,12,Naukri,0,0,"Environment Health Safety, Report Preparation, Data Analysis",Salary Listed by Company,300000,500000,1,Range (X-Y yrs)
Data Analyst,Myrsa Technology Solutions,1-4 Yrs,1,4,Not Disclosed,Thane,1095,Naukri,3.3,20,"Computer science, Prototype, Analytical",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - Portfolio Management/Acquisition (Credit Risk),Outsized South Africa (pty) Ltd,6-10 Yrs,6,10,₹ 2 - 42L/yr (AmbitionBox estimate),Mumbai,12,Naukri,0,0,"Portfolio Management, SAS, Hadoop",Estimated by Ambition Box,200000,4200000,1,Range (X-Y yrs)
Snowflake Engineer,Vishanz Business Services,7-12 Yrs,7,12,₹ 14.4 - 30L/yr (AmbitionBox estimate),"Chennai, Pune, Bangalore / Bengaluru
													+3 more",12,Naukri,0,0,"Airflow, S3, To extract",Estimated by Ambition Box,1440000,3000000,1,Range (X-Y yrs)
Data Analyst Trainer,Techskills Institute,5-10 Yrs,5,10,Not Disclosed,Sydney,12,Naukri,0,0,"Power Bi, Tableau, Data Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
BI/Data Analyst - Power BI/Qlikview (2-5 yrs),ProPMO Services Private Limited,2-5 Yrs,2,5,Not Disclosed,"Bangalore / Bengaluru, Chennai, Gurgaon / Gurugram",13,hirist,0,0,"Business Intelligence, Data Analyst, Data Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Scientist - Python/Big Data (3-8 yrs),"Georgia IT, Inc.",3-8 Yrs,3,8,Not Disclosed,Remote,13,hirist,0,0,"Data Scientist, Data Analyst, Data Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
HR Data Analyst - NBFC,B2N Management Consulting (p) Ltd,5-8 Yrs,5,8,₹ 8 - 12L/yr,Chennai,13,Naukri,0,0,"MS Excel, Power Bi, Tableau Reporting",Salary Listed by Company,800000,1200000,1,Range (X-Y yrs)
Data Analyst or MIS Executive,Persolkelly India,3-7 Yrs,3,7,₹ 0.6 - 0.8L/yr,Gurgaon / Gurugram,13,Naukri,0,0,"Tableau, Dashboards, Data Analytics",Salary Listed by Company,60000,80000,1,Range (X-Y yrs)
Data Analyst,Vision India Services,2-4 Yrs,2,4,₹ 5 - 7L/yr,Gurgaon / Gurugram,13,Naukri,0,0,"Report Generation, Power Bi, Collaboration",Salary Listed by Company,500000,700000,1,Range (X-Y yrs)
Data Analyst,Owfis Jobpe Technologies,1-3 Yrs,1,3,₹ 7 - 9L/yr,"Chennai, Pune, Delhi/Ncr
													+5 more",13,Naukri,1,1,"Data Quality, Data Enrichment, Data Manipulation",Salary Listed by Company,700000,900000,1,Range (X-Y yrs)
Data Analyst - IT Service Based - Chennai/Bangalore,GenNext India Private Limited,2-6 Yrs,2,6,₹ 10 - 16L/yr,"Chennai, Bangalore Rural",13,Naukri,0,0,"Develop, Implementing, Data Analytics",Salary Listed by Company,1000000,1600000,1,Range (X-Y yrs)
Senior Database Engineer - SQL Server,Arkoz,5-8 Yrs,5,8,Not Disclosed,Chennai,13,Naukri,0,0,"Snowflake SnowPro, NoSQL, PostgreSQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Marketscope,5-10 Yrs,5,10,₹ 2 - 28L/yr (AmbitionBox estimate),Bangalore / Bengaluru,13,Naukri,0,0,"python, project management, data analysis",Estimated by Ambition Box,200000,2800000,1,Range (X-Y yrs)
Data Manager,Manpowergroup Services India,10-12 Yrs,10,12,₹ 13.9 - 100L/yr (AmbitionBox estimate),Pune,13,Naukri,0,0,"excel, data cleansing, tableau",Estimated by Ambition Box,1390000,10000000,1,Range (X-Y yrs)
Data Cleansing Analyst,Manpowergroup Services India,6-8 Yrs,6,8,₹ 4 - 8L/yr (AmbitionBox estimate),Pune,13,Naukri,0,0,"SAP BO, excel, Power Bi",Estimated by Ambition Box,400000,800000,1,Range (X-Y yrs)
BPO Openings 4 Ecommerce  Backend Operation CTC  Upto 25k IN Bangalore,Sanctus Hr,1-5 Yrs,1,5,₹ 1.6 - 3.2L/yr (AmbitionBox estimate),Bangalore / Bengaluru,13,Naukri,0,0,"BPO, Customer Service, Data Analyst",Estimated by Ambition Box,160000,320000,1,Range (X-Y yrs)
Data Analyst-Fielding Operations,NAILBITER,0-3 Yrs,0,3,Not Disclosed,Mumbai,270,Naukri,3.4,24,"MS Office, Market research, Data mining",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst Fielding Operations,NAILBITER,3-8 Yrs,3,8,Not Disclosed,Mumbai,365,Naukri,3.4,24,"MS Office, Market research, Data Analyst",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst Fielding Operations,NAILBITER,3-8 Yrs,3,8,Not Disclosed,Mumbai,365,Naukri,3.4,24,"MS Office, Market research, Data Analyst",Unknown,360000,1330000,0,Range (X-Y yrs)
DATA ANALYST,Gemini Exports,2-5 Yrs,2,5,Not Disclosed,Mumbai,730,Naukri,3.6,15,"CRM, Market research, Pharma",Unknown,360000,1330000,0,Range (X-Y yrs)
Contract Data Analyst,Enlighta Solutions,2-7 Yrs,2,7,Not Disclosed,Mumbai,1095,Naukri,3.5,13,"Functional testing, Solution Analyst, Compliance management",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst - SQL/Python (5-10 yrs),Coeus Multi Services Pvt. Ltd.,5-10 Yrs,5,10,Not Disclosed,"Mumbai, Bangalore / Bengaluru, Hyderabad / Secunderabad
													+3 more",14,hirist,0,0,"Python, SQL, Data Analyst",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst,XA Group,3-5 Yrs,3,5,Not Disclosed,Remote,365,Naukri,3.4,19,"Python, Performance testing, Data analysis",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst Advanced Analytics,Perceptive Analytics,0-3 Yrs,0,3,Not Disclosed,Hyderabad / Secunderabad,730,Naukri,4,7,"CRM, SQL, Analytical",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst 2,Xoom Inc,2-4 Yrs,2,4,Not Disclosed,"Chennai, Bangalore / Bengaluru",16,Naukri,0,0,"Automation, Analytical, Finance",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst,Coeusmulti Services,5-10 Yrs,5,10,₹ 14 - 24L/yr,"Bangalore / Bengaluru, Hyderabad / Secunderabad, Mumbai",16,Naukri,0,0,"Visualization, Net Revenue Management, Azure",Salary Listed by Company,1400000,2400000,1,Range (X-Y yrs)
BI Data Analyst,sortimat technology pvt. ltd.,3-8 Yrs,3,8,Not Disclosed,Bangalore / Bengaluru,16,Naukri,0,0,"Procurement, metadata, Web services",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,wilatons,0-5 Yrs,0,5,Not Disclosed,"Pune, Bangalore / Bengaluru, Hyderabad / Secunderabad",16,Naukri,0,0,"Data Science, python, data analysis",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,IT SCIENT,6-10 Yrs,6,10,₹ 10 - 20L/yr,"Pune, Bangalore / Bengaluru",16,Naukri,0,0,"Bigquery, SQL",Salary Listed by Company,1000000,2000000,1,Range (X-Y yrs)
Data Analyst,RELIANCE GAMES,2-5 Yrs,2,5,Not Disclosed,Pune,730,Naukri,2.4,16,"Data Analysis, Python, R",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - R/Python (2-5 yrs),Flairdeck Consulting Pvt. Ltd.,2-5 Yrs,2,5,Not Disclosed,Mumbai,17,hirist,0,0,"Data Analyst, R, Python",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst - Retail (3-6 yrs),Zyoin Group,3-6 Yrs,3,6,Not Disclosed,Bangalore / Bengaluru,30,iimjobs,4,1,"Analytics, Statistics, Data Modeling",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - Customer Service,Human Potential Consultant,8-13 Yrs,8,13,₹ 5.1 - 9.2L/yr (AmbitionBox estimate),Mumbai,17,Naukri,0,0,"Power Bi, Data Management, Data Analysis",Estimated by Ambition Box,510000,920000,1,Range (X-Y yrs)
Data Analyst,Bold Business,3-8 Yrs,3,8,Not Disclosed,Remote,17,Naukri,0,0,"Analytical skills, Industry research, Sales",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,GRAVEYTECH CATERING VENTURES PRIVATE LIMITED,1-5 Yrs,1,5,Not Disclosed,"Mumbai, Bangalore / Bengaluru",17,Naukri,0,0,"Power BI, NoSQL databases, MySQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Manager / AVP - Data Analyst (FATCA),Edge In Asia Recruitment,7-12 Yrs,7,12,Not Disclosed,Bangalore / Bengaluru,17,Naukri,0,0,"Financial Services, Power Bi, CRS",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Pavan Laxmikant Giri,0-5 Yrs,0,5,₹ 5.5 - 12L/yr,"Pune, Hyderabad / Secunderabad, Mumbai",17,Naukri,0,0,"Data Science, Data Mining, Data Extraction",Salary Listed by Company,550000,1200000,1,Range (X-Y yrs)
Data Analyst| 5+ yrs exp| Mumbai,Gryphon Hytech Services,5-9 Yrs,5,9,₹ 1.8 - 26.5L/yr (AmbitionBox estimate),Mumbai,18,Naukri,0,0,"Power Bi, Data Analysis, Tableau",Estimated by Ambition Box,180000,2650000,1,Range (X-Y yrs)
Data Analyst,Outsized South Africa (pty) Ltd,2-5 Yrs,2,5,₹ 0.24 - 14L/yr (AmbitionBox estimate),Mumbai,18,Naukri,0,0,"Data Science, Excel, Financial Services",Estimated by Ambition Box,24000,1400000,1,Range (X-Y yrs)
Target - Senior Data Analyst - Data Visualization Tools (5-8 yrs),Hirist.tech,5-8 Yrs,5,8,Not Disclosed,Bangalore / Bengaluru,18,hirist,0,0,"Data Analyst, Data Analytics, DOMO Tool",Unknown,360000,1330000,0,Range (X-Y yrs)
Manager/AVP/Data Analyst - FATCA (7-15 yrs),Edge In Asia Recruitment Private Limited,7-15 Yrs,7,15,Not Disclosed,Bangalore / Bengaluru,18,iimjobs,0,0,"Data Analytics, Analytics, Data Visualization",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Value Innovation,5-10 Yrs,5,10,₹ 10 - 20L/yr,Delhi/Ncr,18,Naukri,0,0,"SSIS Packages, Maintenance of ETL Jobs, Data Management and Analytics",Salary Listed by Company,1000000,2000000,1,Range (X-Y yrs)
Data Analyst,Planet Pci Infotech Ltd.,2-5 Yrs,2,5,₹ 5 - 7L/yr,Gurgaon / Gurugram,18,Naukri,0,0,"Statistical Modeling, Data Analytics, Python",Salary Listed by Company,500000,700000,1,Range (X-Y yrs)
Senior Data Analyst,Xoom Inc,4-6 Yrs,4,6,Not Disclosed,"Chennai, Bangalore / Bengaluru",18,Naukri,0,0,"Analytical, Finance, Senior Data Analyst",Unknown,360000,1330000,0,Range (X-Y yrs)
